TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A
UR 608,1804,Rim-Sin,19,12, 30,Legal (elder care),"Ur's Neighborhood (AH), Paternoster Row 8-10",Legal - Elder care,,,U 16826e,"1953-04-11, 0076",BM 131241,T12121,P415000,"BM 131241 = 1953-04-11, 76 = U.16826E",UET 5 98,UET 5 98
UR 669,1804,Rim-Sin,19,3, 30,Ea-Nasir,"Ur's Neighborhood (AH), Old Street 1",Legal - Sale (Land),"House 4, Room 4",,U 16522c,-,IM 057253,T13006,P415051,IM 57253 = U.16522c,UET 5 158,UET 5 158
UR 622,1804,Rim-Sin,19,4, -,Legal (inheritance),"Ur's Neighborhood (AH), Church Lane 2",Legal - inheritance,,,U 16100,-,UM 52-30-085,T4837,P415013,UM 52-30-85 = U.16100,UET 5 0112a,UET 5 112-a
NIPPUR 249,1804,Damiq-ili�u,13,11, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Sale (Land),,,-,-,HS 2148,T23414,P500704,HS 2148,TMH 10 39,TMH 10 39
NIPPUR 5972,1804,Damiq-ili�u,13,11,21,"E-tur (Deliveries, Animals)",Nippur (PBS 8),Administrative - Expenditures (sheep),,,-,-,CBS 15173,-,P269729,-,"PBS 08 /1, 013",-
NIPPUR 490,1804,Damiq-ili�u,13,12,-,TB - House W?: Lu-Illabrat?,"Nippur (TIM 4, purchased by S. David)",Legal - Inheritance,,,-,-,IM 010890,-,P223275,-,TIM 04 12,-
NIPPUR 176,1804,Damiq-ili�u,13,2, -,TA - House I: Damiq-ilishu?,Nippur's Tablet Hill (TA),Legal - Adoption,S1,,-,-,CBS 10894,T25333,P266087,CBS 10894,"PBS 08 /1, 016",PBS 8/1 16
UR 888,1803,Rim-Sin,20,2, 9,Adad-bani,"Ur's Neighborhood (AH), Paternoster Row/Bazaar Alley ",Legal - Loan (barley),,,U 17249.67,-,UM 52-30-154,T12385,P415259,"UM 52-30-154 = U.17249,67",UET 5 379,UET 5 379
NIPPUR 8365,1803,Damiq-ili�u,14,3,-,TA - House F? (Nanna-Mansum),Nippur (unprov),Legal - Sale (Land),,,-,-,Ist Ni 09205,-,P313134,-,ARN 013,-
NIPPUR 4626,1803,Damiq-ili�u,14,5,-,TA - House K?: Ninlil-Zimu,Nippur (PBS 8),Legal - Sale (Land),,,-,-,CBS 07004,-,P262057,-,"PBS 08 /1, 018",-
UR 491,1802,Rim-Sin,21,1, 1,Nanna-imah,Ur (unprov),Legal - prebend purchase,,,-,-,AO 07046,T6281,P283662,-,TCL 10 52,TCL 10 52
UR 852,1802,Rim-Sin,21,10, 30,"Annu, Sin-nashi","Ur's Neighborhood (AH), Church Lane 15",Legal - Loan (silver),,,U 17248a,-,UM 52-30-144,T12303,P415225,UM 52-30-144 = U.17248A,UET 5 343,UET 5 343
UR 721,1802,Rim-Sin,21,11, -,"Annu, Sin-nashi","Ur's Neighborhood (AH), Church Lane 15",Legal - Rental (Land),,,U 17248e,-,IM 057278,T12159,P415099,IM 57278 = U.17248E,UET 5 210,UET 5 210
UR 730,1802,Rim-Sin,21,11, 15,"Annu, Sin-nashi","Ur's Neighborhood (AH), Church Lane 15",Legal - Rental (Land),,,U 17248b,"1953-04-11, 0105",BM 131270,T12164,P415107,"BM 131270 = 1953-04-11, 105 = U.17248B",UET 5 219,UET 5 219
UR 1473,1802,Rim-Sin,21,12, -,Administrative (expenditures),"Ur (unprov., 1919)",Administrative - Expenditure (gold and silver),,,-,-,YBC 04730,T22803,P305882,YBC 4730,YOS 05 79,YOS 5 79
NIPPUR 151,1802,Rim-Sin,21,2, -,"CRH (Expenditures, Guennakkum)",Nippur (unprov),Administrative - expenditures,,,-,-,Ist Ni 02426,T18683,P524052,Ni. 2426,Fs Alp 93-94,"Ni 2426 (�ig M�l. Alp, p. 94)"
NIPPUR 152,1802,Rim-Sin,21,2, -,"CRH (Expenditures, Guennakkum)",Nippur (unprov),Administrative - expenditures,,,-,-,Ist Ni 02436,T18684,P524053,Ni. 2436,Fs Alp 95-96,Ni 2436 (�ig M�l. Alp)
NIPPUR 8379,1802,-,-,-,-,TB - House C?: Lu-Ursaggal?,Nippur (unprov),Legal - Care (Naditu),,,-,-,Ist Ni 01993,-,P313150,-,ARN 029,-
NIPPUR 5585,1801,Rim-Sin,22,1,-,TA - House I?: Damiq-ilishu (Inim-Nanna),Nippur's Tablet Hill (TA),Legal - Inheritance,S1,,-,-,CBS 10882,-,P266075,-,"BE 06 /2, 005",-
NIPPUR 513,1801,Rim-Sin,22,10,01,TA - House F (Nanna-Mansum),Nippur's Tablet Hill (TA),Legal - Credit (grain),201/203,,3N-T0816,-,IM 058733,-,P224330,-,SAOC 44 8,-
UR 925,1801,Rim-Sin,22,10, 30,"Annu, Sin-nashi","Ur's Neighborhood (AH), Church Lane 15",Legal - Loan (shu-la) ,,,U 16065,-,IM 057377,T12420,P415294,IM 57377 = U.16065,UET 5 416,UET 5 416
UR 891,1801,Rim-Sin,22,11, -,Iddin-Ea and Ibni-Ea,"Ur's Neighborhood (AH), Church Lane 2",Legal - Loan (shu-la),,,U 16526b,"1953-04-11, 0148",BM 131313,T12388,P415262,"BM 131313 = 1953-04-11, 148 = U.16526b",UET 5 382,UET 5 382
UR 890,1801,Rim-Sin,22,12, -,"Annu, Sin-nashi?","Ur's Neighborhood (AH), Paternoster Row 8-10",Legal - Loan (shu-la),,,U 16828b,"1953-04-11, 0147",BM 131312,T12387,P415261,"BM 131312 = 1953-04-11, 147 = U.16828B",UET 5 381,UET 5 381
NIPPUR 417,1801,Rim-Sin,22,2, 10,"CRH (Expenditures, Guennakkum)",Nippur's CRH (Penn Excav.),Administrative - Delivery (wool),,,-,-,UM 29-15-855,T2618,P256541,UM 29-15-855,"JCS 36 170, UM 29-15-855","UM 2915855 (Robertson JCS 36, p. 179)"
NIPPUR 252,1801,Rim-Sin,22,8, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Sale (Land),,,-,-,HS 2376,T23417,P512581,HS 2376,TMH 10 42,TMH 10 42
UR 492,1800,Rim-Sin,23,1, -,legal (prebend purchase),Ur (unprov),Legal - prebend purchase,,,-,-,AO 07045,T9819,P283663,AO 7045,TCL 10 59,TCL 10 59
UR 722,1800,Rim-Sin,23,10, -,ib-ta-e,"Ur's Neighborhood (AH), Paternoster Row/Bazaar Alley ",Legal - Rental (Land),,,U 17249.26.1,-,IM 057279,T12160,P415100,"IM 57279 = U.17249,26(1)",UET 5 211,UET 5 211
UR 926,1800,Rim-Sin,23,10, -,Iddin-Ea and Ibni-Ea,"Ur's Neighborhood (AH), Church Lane 2",Legal - Loan (shu-la) ,,,U 16526a,-,IM 057378,T12421,P415295,IM 57378 = U.16526a,UET 5 417,UET 5 417
UR 853,1800,Rim-Sin,23,10, 30,Adad-bani,"Ur's Neighborhood (AH), Paternoster Row/Bazaar Alley ",Legal - Loan (silver),,,U 17249.58,-,UM 52-30-145,T12304,P415226,"UM 52-30-145 = U.17249,58",UET 5 344,UET 5 344
UR 854,1800,Rim-Sin,23,10, 30,"annu, Sin-nashi","Ur's Neighborhood (AH), Church Lane 15",Legal - Loan (silver),,,U �,-,UM 52-30-146,T12305,P415227,UM 52-30-146,UET 5 345,UET 5 345
NIPPUR 8377,1800,Rim-Sin,23,12,-,TA - House K?: Ninlil-Zimu (Abba-Kalla),Nippur (unprov),Legal - Sale (Land),,,-,-,Ist Ni 02002,-,P313148,-,ARN 027,-
UR 65,1800,Rim-Sin,23,12, -,Legal (inheritance),Ur (unprov),Legal - Inheritance,,,-,-,Souvay 75,T22376,P274576,-,StLouis 207,Freedman Saint Louis 207
UR 1365,1800,Rim-Sin,23,4, -,Ku-Ningal,"Ur's Extra-mural (EM), Quiet Street 7",Administrative - Work Contract,,,U 07802g,-,IM 057599?,T12921,P283695,IM 57599 = U.7802G,UET 5 857,UET 5 857
UR 45,1800,Rim-Sin,23,4, -,legal (land sale),Ur (unprov),Legal - Sale (Land),,,-,-,-,T24277,P523852,-,JRAS 1921,"Langdon JRAS 1921, p. 578-579"
NIPPUR 10732,1800,Rim-Sin,23,5,-,TA - House I?: Damiq-ilishu,unpublished,Legal - Witnesses,,,-,-,MAH 16011,-,P423972,-,-,-
NIPPUR 4712,1800,Rim-Sin,23,5,-,TB - House C?: Lu-Ursaggal?,Nippur (PBS 8),Legal - Inheritance,,,-,-,CBS 07187,-,P262219,-,"PBS 08 /2, 115",-
NIPPUR 3689,1800,Rim-Sin,23,6,-,TB - House B?: Warad-Enlil?,Nippur (Penn excavations),Legal - Loan (Silver),,,-,-,UM 29-13-586,-,P255519,-,"OB Contracts, pl. B1 no. 7",-
NIPPUR 5608,1800,Rim-Sin,23,6,-,TA - House I?: Damiq-ilishu (Inim-Nanna),Nippur's Tablet Hill (TA),Legal - Adoption,S1,,-,-,CBS 11152,-,P266313,-,"BE 06 /2, 004",-
UR 745,1800,Rim-Sin,23,6, 30,"Sin-imguranni, son of Ipqusha?",Ur's Extra-mural (EM)?,Legal - Rental (House),,,U 17211m,-,IM 057288,T13047,P283680,IM 57288 = U.17211M,UET 5 234,UET 5 234
UR 1507,1800,Rim-Sin,23,9, -,Nanna-imah,"Ur (unprov., 1919)",Legal - prebend purchase,,,-,-,YBC 05363,T11740,P306445,YBC 5363,YOS 05 149,YOS 5 149
NIPPUR 8169,1800,-,-,-,-,TA - House K?: Ninlil-Zimu (Abba-Kalla),Nippur (unprov),Legal - Sale (Land),,,-,-,Ist �,-,P283595,-,ARN 176,-
NIPPUR 8376,1800,-,-,-,-,TA - House M?: Shesh-kalla (Real Estate),Nippur (unprov),Legal - Sale (House),,,-,-,Ist Ni 01921,-,P313147,-,ARN 026,-
NIPPUR 8384,1800,-,-,-,-,TA - House F (Nanna-Mansum),Nippur (unprov),Legal - Sale (Land),,,-,-,Ist Ni 03040,-,P313155,-,ARN 034,-
UR 965,1800,-,-,-, -,administrative (delivery),UR (UET 5),Administrative - Delivery (flour),,,U 16564,"1953-04-11, 0165",BM 131330,T12522,P415332,"BM 131330 = 1953-04-11, 165 = U.16564",UET 5 456,UET 5 456
NIPPUR 4541,1799,Rim-Sin,24,-,-,z - Legal (fragment),Nippur (PBS 8),Legal - Witnesses,,,-,-,CBS 04664,-,P260955,-,"PBS 08 /1, 059",-
UR 83,1799,Rim-Sin,24,10, 24,"""Isolated Texts""",Ur's Extra-mural (EM)?,Legal - Prebend entrust,,,-,B 017 & B 017a + B 111,BM 033174 & BM 033174a + BM 033268,T22153,P498177,BM 33174 = B.17 // BM 33174-a = B.17-a+BM 33268 = B.111,TS 020,HEO 12 20
UR 963,1799,Rim-Sin,24,11, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - Delivery (oil),,,U 17211n,"1953-04-11, 0163",BM 131328,T12520,P415330,"BM 131328 = 1953-04-11, 163 = U.17211N",UET 5 454,UET 5 454
NIPPUR 5953,1799,Rim-Sin,24,11,07,"E-tur (Deliveries, Nam-enna?)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 15123,-,P269679,-,"PBS 08 /1, 079",-
NIPPUR 5970,1799,Rim-Sin,24,11,21,"E-tur (Deliveries, Animals)",Nippur (PBS 8),Administrative - Expenditures (animals),,,-,-,CBS 15171,-,P269726,-,"PBS 08 /1, 036",-
UR 1023,1799,Rim-Sin,24,12, -,Administrative (accounting),"Ur's Neighborhood (AH), Church Lane 2",Administrative - account receipt?,,,U 16507b,"1953-04-11, 0178",BM 131343,T12578,P415389,"BM 131343 = 1953-04-11, 178 = U.16507b",UET 5 514,UET 5 514
NIPPUR 5974,1799,Rim-Sin,24,12,01,"E-tur (Account, Herds)",Nippur's CRH (Penn Excav.),Administrative - animal record,,,-,-,CBS 15175,-,P269731,-,"PBS 08 /1, 032",-
UR 1103,1799,Rim-Sin,24,6, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - Expenditures (oil),,,U 17211k,-,IM 057470,T12656,P415469,IM 57470 = U.17211K,UET 5 595,UET 5 595
UR 940,1799,Rim-Sin,24,8, -,Iddin-Ea and Ibni-Ea,"Ur's Neighborhood (AH), Church Lane 2",Administrative - receipt,,,-,-,IM 057384,T12498,P415308,IM 57384,UET 5 431,UET 5 431
NIPPUR 8378,1799,-,-,-,-,TB - House B?: Warad-Enlil?,Nippur (unprov),Legal - Sale (House),,,-,-,Ist Ni 09213,-,P313149,-,ARN 028,-
UR 786,1798,Rim-Sin,25,-, -,Ku-ningal?,"Ur's Extra-mural (EM), Quiet Street 7",Legal - Land Exchange,,,U 07827x,"1953-04-11, 0122",BM 131287,T12295,P415161,"BM 131287 = 1953-04-11, 122 = U.7827x",UET 5 277,UET 5 277
NIPPUR 134,1798,Rim-Sin,25,10, -,TB - Naditu,Nippur (unprov),Legal - Exchange (House),,,-,-,Sissa 07,T3064,P500501,-,JCS 20 045 7,Leemans JCS 20 7
NIPPUR 488,1798,Rim-Sin,25,10,-,TB - Naditu,"Nippur (TIM 4, purchased by S. David)",Legal - Sale (House),,,-,-,IM 010888,-,P223273,-,TIM 04 10,-
UR 1519,1798,Rim-Sin,25,12, -,Legal (house sale),Ur (unprov),Legal - Sale (House),,,-,-,YBC 05377,T11119,P293286,YBC 5377 // YBC 5377-a,YOS 08 139,YOS 8 139
UR 954,1798,Rim-Sin,25,12, 13,Dumuzi-Gamil?,UR (UET 5),Administrative - receipt,,,U 06975,-,UM 52-30-167,T12512,P415322,UM 52-30-167 = U.6975,UET 5 445,UET 5 445
NIPPUR 4419,1798,Rim-Sin,25,2,14,"E-tur (Deliveries, Nam-enna)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (sheep),,,-,-,CBS 03686,-,P260058,-,"PBS 08 /1, 017",-
NIPPUR 5709,1798,Rim-Sin,25,2,20,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (sheep),,,-,-,CBS 13145,-,P268230,-,"PBS 08 /1, 014",-
UR 759,1798,Rim-Sin,25,3, -,Ku-Ningal,"Ur's Extra-mural (EM), Quiet Street 7",Legal - uncertain,,,U 07836eta,-,IM 057297,T5721,P415136,IM 57297 = U.7836?,UET 5 249,UET 5 249
NIPPUR 493,1798,Rim-Sin,25,9,-,"TB - Sin-erish, merchant","Nippur (TIM 4, purchased by S. David)",Legal - Sale (House),,,-,-,IM 010896,-,P223280,-,TIM 04 17,-
NIPPUR 4562,1797,Rim-Sin,26,-,-,TA - House I?: Damiq-ilishu,Nippur (PBS 8),Legal - Sale (Land),,,-,-,CBS 04946,-,P261139,-,"PBS 08 /1, 035",-
UR 1104,1797,Rim-Sin,26,10, 1,Administrative (expenditures),UR (UET 5),Administrative - Expenditures (oil),,,-,-,IM 057471,T12657,P415470,IM 57471,UET 5 596,UET 5 596
NIPPUR 115,1797,Rim-Sin,26,4, 2,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 13916,T20959,P268926,CBS 13916,"Studia Mesopotamica 01, 323","CBS 13916 (Peterson StMes 1, p. 322-323)"
NIPPUR 5820,1797,Rim-Sin,26,6,-,TA - House F? (Nanna-Mansum)?,Nippur (PBS 8),Legal - Credit (silver),,,-,-,CBS 13956,-,P268954,-,"PBS 08 /1, 042",-
UR 818,1797,Rim-Sin,26,6, 3,Adad-bani,"Ur's Neighborhood (AH), Paternoster Row/Bazaar Alley ",Legal - Loan (silver),,,U 16830s,-,IM 057328,T12325,P415192,IM 57328 = U.16830S,UET 5 309,UET 5 309
UR 904,1797,Rim-Sin,26,7, -,Busiya,"Ur's Neighborhood (AH), Church Lane 7",Legal - Loan (dates),,,U 16523g,-,UM 52-30-156,T12400,P415274,UM 52-30-156 = U.16523C,UET 5 395,UET 5 395
UR 941,1797,Rim-Sin,26,7, 30,legal (silver deposit),"Ur's Neighborhood (AH), Church Lane 1",Legal - Deposit (silver),,,U 16573a,-,IM 057385,T12499,P415309,IM 57385 = U.16573a,UET 5 432,UET 5 432
NIPPUR 5973,1797,Rim-Sin,26,8,26,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (sheep),,,-,-,CBS 15174,-,P269730,-,"PBS 08 /1, 033",-
UR 1511,1796,Rim-Sin,27,10, 16,Legal (inheritance),Ur (unprov),Legal - Inheritance,,,-,-,YBC 05478,T11027,P306549,YBC 5478+YBC 5478-a,YOS 08 74,YOS 8 74
UR 870,1796,Rim-Sin,27,2, 3,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - repayment plan,,,U 17249.02,-,IM 057350,T12368,P415243,"IM 57350 = U.17249,2+U.17249B",UET 5 361,UET 5 361
NIPPUR 251,1796,Rim-Sin,27,3, -,TB - House A?,Nippur (Hilprecht),Legal - Sale (Land),,,-,-,HS 2061 + HS 2153 & HS 2063 + HS 2216 + HS 2230 + HS 2349 + HS 2389 + HS 2523,T23416,P512580,HS 2061+HS 2153 // HS 2216+HS 2230+HS 2349+HS 2389+HS 2523,TMH 10 41,TMH 10 41
NIPPUR 4532,1796,Rim-Sin,27,6,16,"E-tur (Deliveries, Nam-enna)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 04655,-,P260946,-,"PBS 08 /1, 051",-
UR 1512,1795,Rim-Sin,28,1, -,Nanna-imah,Ur (unprov),Legal - Sale (Slave),,,-,-,YBC 05343,T6282,P293282,YBC 5343,YOS 08 86,YOS 8 86
UR 761,1795,Rim-Sin,28,10, -,legal (witness first),"Ur's Neighborhood (AH), Church Lane 1",Legal - testimony,,,U 16579,-,IM 057299,T13059,P415138,IM 57299 = U.16579,UET 5 251,UET 5 251
UR 624,1795,Rim-Sin,28,12, -,Iddin-Ea and Ibni-Ea,"Ur's Neighborhood (AH), Church Lane 2",Legal - Inheritance,,,U 16506.1,-,UM 52-30-087,T12134,P415014,"UM 52-30-87 = U.16506,1",UET 5 113,UET 5 113
UR 911,1795,Rim-Sin,28,12, -,Legal (memorandum?),Ur's Neighborhood (AH),Legal - Memorandum?,,,U 17249.26.2,"1953-04-11, 0154",BM 131319,T12409,P415280,"BM 131319 = 1953-04-11, 154 = U.17249,26(2)",UET 5 402,UET 5 402
NIPPUR 4540,1795,Rim-Sin,28,12,12,"E-tur (Deliveries, Ni-tena)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 04663,-,P260954,-,"PBS 08 /1, 074",-
UR 910,1795,Rim-Sin,28,12, 16,School?,"Ur's Neighborhood (AH), Broad Street 1",Legal - Loan (antichretic),,,U 17215l,"1953-04-11, 0153",BM 131318 & BM 131318A,T12406,P283688,"BM 131318 = 1953-04-11, 153 = U.17215L",UET 5 401,UET 5 401
UR 950,1795,Rim-Sin,28,3, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Legal - Deposition,,,U 16595a,-,IM 057394,T12508,P415318,IM 57394 = U.16595a,UET 5 441,UET 5 441
UR 1513,1795,Rim-Sin,28,4, -,Legal (inheritance),Ur (unprov),Legal - Inheritance distribution,,,-,-,YBC 04398,T11050,P305639,YBC 4398,YOS 08 98,YOS 8 98
NIPPUR 11071,1795,Rim-Sin,28,4,03,"CRH (Expenditures, Agriculture)",Nippur's CRH (Penn Excav.),Administrative - expenditures (hired labor),,,-,-,UM 29-15-868,-,P499443,-,"UM 29 diss. p. 288, -15-868",-
NIPPUR 11145,1795,Rim-Sin,28,4,30,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0391,-,IM �,-,P500746,-,BiMes 11 no. 309,-
NIPPUR 8231,1795,Rim-Sin,28,6,04,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0255,-,NBC 11157,-,P301766,-,BiMes 11 no. 306,-
NIPPUR 4543,1795,Rim-Sin,28,6,05,"CRH (Deliveries, Copper)",Nippur's CRH (Penn Excav.),Administrative - Delivery (copper),,,-,-,CBS 04666,-,P260957,-,"PBS 08 /1, 055",-
NIPPUR 8222,1795,Rim-Sin,28,6,27,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0229,-,NBC 11148,-,P301757,-,BiMes 11 no. 307,-
UR 84,1795,Rim-Sin,28,8, -,"""Isolated Texts""",Ur's Extra-mural (EM)?,Legal - prebend purchase,,,-,B 018,BM 033175,T22154,P498178,BM 33175 = B.18 // BM 33175-a = B.18-a,TS 021,HEO 12 21
UR 85,1795,Rim-Sin,28,8, -,"Sin-imguranni, son of Ipqusha",Ur's Extra-mural (EM)?,Legal - Royal Edict Issue,,,-,B 028 (Strassmaier & Ward; Jean: B 048),BM 033185 (not BM 033205),T22125,P498179,BM 33185 = B.28 // BM 33185-a = B.28-a,TS 022,HEO 12 22
UR 1064,1795,Rim-Sin,28,9, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - silver records,,,U 17214l,"1953-04-11, 0181",BM 131346,T12617,P415430,"BM 131346 = 1953-04-11, 181 = U.17214L",UET 5 555,UET 5 555
NIPPUR 4767,1795,Rim-Sin,28,9,20,"E-tur (Deliveries, Animals)",Nippur (PBS 8),Administrative - Delivery (animal),,,-,-,CBS 07402,-,P262403,-,"PBS 08 /2, 113",-
NIPPUR 8230,1795,Rim-Sin,28,9,20,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0254,-,NBC 11156,-,P301765,-,BiMes 11 no. 308,-
NIPPUR 4561,1794,Rim-Sin,29,-,-,TA - House I?: Damiq-ilishu,Nippur (PBS 8),Legal - Land Lease,,,-,-,CBS 04945,-,P261138,-,"PBS 08 /1, 031",-
NIPPUR 4528,1794,Rim-Sin,29,1,14,"E-tur (Deliveries, Nam-enna)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 04651,-,P260942,-,"PBS 08 /1, 060",-
NIPPUR 253,1794,Rim-Sin,29,10, -,TA - House I?: Damiq-ilishu,Nippur (Hilprecht),Legal - Sale (Land),,,-,-,HS 2136,T23418,P512583,HS 2136,TMH 10 44,TMH 10 44
UR 105,1794,Rim-Sin,29,10, -,Administrative (Labor),Ur (unprov),Administrative - Tab,,,-,-,LMA 3431,T25003,P519459,LMA 3431,Akkadica 140 073-098 13,Liu & Nielsen Akkadica 140 13
NIPPUR 6164,1794,Rim-Sin,29,11,13,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,N 0948,-,P276108,-,"Robertson diss. p. 252, N 948",-
NIPPUR 4544,1794,Rim-Sin,29,12,26,"E-tur (Deliveries, Animals)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 04667,-,P260958,-,"PBS 08 /1, 069",-
NIPPUR 4766,1794,Rim-Sin,29,4,19,"E-tur (Receipt, Animals)",Nippur's CRH (Penn Excav.),Administrative - Expenditures (sheep),,,-,-,CBS 07401,-,P262402,-,"PBS 08 /2, 114",-
UR 1327,1794,Rim-Sin,29,4, 2,Administrative (cattle),UR (UET 5),Administrative - animal record,,,U 10578 ?,-,IM 057587,T12873,P415689,IM 57587 = U.1578,UET 5 819,UET 5 819
NIPPUR 4772,1794,Rim-Sin,29,5,14,"E-tur (Deliveries, Ni-tena)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 07407,-,P262408,-,"PBS 08 /2, 108",-
UR 749,1794,Rim-Sin,29,6,30,Legal (Work hire),UR (UET 5),Legal - Work hire,,,-,-,IM 057292,T24607,P415125,IM 57292,UET 5 238,UET 5 238
UR 916,1794,Rim-Sin,29,7, -,Legal (payment),Ur's Neighborhood (AH),Legal - Credit (silver),,,U 17249.10,-,IM 057372,T12412,P415285,"IM 57372 = U.17249,10",UET 5 407,UET 5 407
NIPPUR 365,1794,Rim-Sin,29,7, 20,"CRH (Expenditures, Barley)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,HS 2105,T23539,P512691,HS 2105,TMH 10 162,TMH 10 162
NIPPUR 329,1793,Rim-Sin,30,-, -,"CRH (Deliveries, Arua Donation)",Nippur (Hilprecht),Administrative - arua,,,-,-,HS 2026,T23503,P512655,HS 2026,TMH 10 126,TMH 10 126
UR 902,1793,Rim-Sin,30,-, -,Legal (loan),UR (UET 5),Legal - Loan (shu-la) ,,,U 15092,-,IM 057368,T12398,P415272,IM 57368 = U.15092,UET 5 393,UET 5 393
UR 86,1793,Rim-Sin,30,-, 25,"""Isolated Texts""",Ur's Extra-mural (EM)?,Legal - prebend purchase,,,-,"B 046 (Ward: B 046a, case only)",BM 033203,T22155,P498180,BM 33203 = B.46,TS 023,HEO 12 23
UR 959,1793,Rim-Sin,30,1, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - Delivery (wool),,,U 16597c,-,UM 52-30-172,T12516,P415326,UM 52-30-172 = U.16597c,UET 5 450,UET 5 450
UR 964,1793,Rim-Sin,30,10, -,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - Delivery (silver),,,U 16594d,"1953-04-11, 0164",BM 131329,T12521,P415331,"BM 131329 = 1953-04-11, 164 = U.16594d",UET 5 455,UET 5 455
NIPPUR 4287,1793,Rim-Sin,30,10,14,TA - House I: Damiq-ilishu?,Nippur's Tablet Hill (TA),Legal - Loan (Silver),185,XA-1,3N-T0095bis,-,UM 55-21-245bis,-,P257366,-,SAOC 44 48,-
UR 892,1793,Rim-Sin,30,10, 30,Warad-Sin,"Ur's Neighborhood (AH), House no 1",Legal - Loan (shu-la),,,U 17249.34,"1953-04-11, 0149",BM 131314,T12389,P415263,"BM 131314 = 1953-04-11, 149 = U.17249,34",UET 5 383,UET 5 383
NIPPUR 322,1793,Rim-Sin,30,12, 25,"CRH (Expenditures, Labor)",Nippur (Hilprecht),Administrative - Work Roster,,,-,-,HS 1609,T23494,P512647,HS 1609,TMH 10 118,TMH 10 118
UR 932,1793,Rim-Sin,30,12, 30,Legal (memorandum),UR (UET 5),Legal - memorandum,,,-,-,IM 057380,T12491,P415301,IM 57380,UET 5 423,UET 5 423
UR 972,1793,Rim-Sin,30,2, -,Administrative (silver),"Ur's Neighborhood (AH), Church Lane 1",Administrative - account receipt,,,U 16571,-,IM 057400,T12529,P415339,IM 57400 = U.16571,UET 5 463,UET 5 463
UR 1044,1793,Rim-Sin,30,2, 30,Dumuzi-Gamil,"Ur's Neighborhood (AH), Niche Lane 3",Administrative - Delivery (silver),,,U 16594b,-,IM 057448,T12598,P415410,IM 57448 = U.16594b,UET 5 535,UET 5 535
UR 1328,1793,Rim-Sin,30,4, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - animal record,,,U 17211d,-,IM 057588,T12874,P415690,IM 57588 = U.17211D,UET 5 820,UET 5 820
NIPPUR 4530,1793,Rim-Sin,30,4,06,"E-tur (Deliveries, Nam-enna)",Nippur's CRH (Penn Excav.),Administrative - Delivery (animal),,,-,-,CBS 04653,-,P260944,-,"PBS 08 /1, 067",-
UR 921,1793,Rim-Sin,30,5, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - Expenditure (fodder),,,U 17212c,-,UM 52-30-162,T12416,P415290,UM 52-30-162 = U.17212C,UET 5 412,UET 5 412
UR 992,1793,Rim-Sin,30,5, 29,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - expenditure (barley),,,U 17215a,-,IM 057413,T12549,P415358,IM 57413 = U.17215A,UET 5 483,UET 5 483
